CODPROV,CODIGO,PRODUCTO,PRESENTACION,STOCK,MAYORISTA,CONTADO,MINORISTA,PRECIO COMPRA,RUBRO,SUBRUBRO
SG-013,0000764RPM,BALIZAS REFLECTIVAS ECONOMICA (PAR),UNIDADES,3,"4483,05",4800,6720,"2988,7",ACCESORIOS,NINGUNO
HTO2324,0006210RPM,BARRA 24 LED 108W 33CM,UNIDADES,1,56000,59500,"83300,01",35000,ACCESORIOS,NINGUNO
IA-999,0004349rpm,BARRA DE FAROS REDONDOS TERMOFORMADOS,UNIDADES,0,"19209,96",28000,39200,"3430,35",ACCESORIOS,NINGUNO
CURV120,0006212RPM,BARRA DE LED CURVA 60 CM 120 W,UNIDADES,2,"60439,5",65000,91000,40293,ACCESORIOS,NINGUNO
CURV180,0007132RPM,BARRA DE LED CURVA 80 CM 180 W,UNIDADES,0,"95462,95",99000,"138599,99",61589,ACCESORIOS,NINGUNO
BAR120,6587,BARRA DE LED RECTA 60 CM 120W ( BAR120 ),UNIDADES,2,"50723,2",54000,75600,31702,ACCESORIOS,NINGUNO
BTLFOC01,0006250RPM,BARRA TECNO CROMADA FORD RANGER +98 HASTA 2012,UNIDADES,1,379600,"400010,8","559997,6",292000,EQUIPAMIENTO 4X4,NINGUNO
BTLNIC02,0000530RPM,BARRA TECNO CROMADA NISSAN FRONTIER +2010 A 2016,UNIDADES,1,379600,"400010,8","559997,6",292000,EQUIPAMIENTO 4X4,NINGUNO
BTLFOC02,0001160RPM,BARRA TECNO CROMADA RANGER +2012,UNIDADES,1,379600,408800,572320,292000,EQUIPAMIENTO 4X4,NINGUNO
BTLTOI03,0005796RPM,BARRA TECNO INOXIDABLE HILUX +16,UNIDADES,1,464100,499800,699720,357000,EQUIPAMIENTO 4X4,NINGUNO
BTLFII01,0005320RPM,BARRA TECNO INOXIDABLE TORO,UNIDADES,1,464100,499800,699720,357000,EQUIPAMIENTO 4X4,NINGUNO
BTLTOC02,0000357RPM,BARRA TECNO USADA ORIGINAL CROMADA HILUX +05 HASTA 2016,UNIDADES,1,200000,240000,336000,150000,EQUIPAMIENTO 4X4,NINGUNO
TRMG064,0005662RPM,BARRERO IMPORTADO PARA PICK UP CON FORMA X2,UNIDADES,0,14850,15500,"21699,99",9000,ACCESORIOS,NINGUNO
BARRCITR-CH,0001451RPM,BARRERO P/AUTO CITROEN FIEMO,UNIDADES,0,3888,4000,5600,2430,ACCESORIOS,NINGUNO
BARRECO-M,0001842RPM,BARRERO P/AUTO ECOSPORT (MEDIANO),UNIDADES,0,4500,4800,6720,3000,ACCESORIOS,NINGUNO
BARRFIAT-CH,0001452RPM,BARRERO P/AUTO FIAT FIEMO (CHICO),UNIDADES,0,3888,4000,5600,2430,ACCESORIOS,NINGUNO
BARRFORD-G,0001454RPM,BARRERO P/AUTO FORD FIEMO (GRANDE),UNIDADES,0,3888,4000,5600,2430,ACCESORIOS,NINGUNO
BARRFORD-CH,0001453RPM,BARRERO P/AUTO FORD FIEMO (CHICO),UNIDADES,0,3888,4000,5600,2430,ACCESORIOS,NINGUNO
BARRPEUG-CH,0001846RPM,BARRERO P/AUTO PEUGEOT FIEMO (CHICO),UNIDADES,0,3888,4000,5600,2430,ACCESORIOS,NINGUNO
BARRRENAU-CH,0001448RPM,BARRERO P/AUTO RENAULT FIEMO (CHICO),UNIDADES,0,3888,4000,5600,2430,ACCESORIOS,NINGUNO
BARRTOYOTA-G,0003372RPM,BARRERO P/AUTO TOYOTA (GRANDE),UNIDADES,0,5250,5600,7840,3500,ACCESORIOS,NINGUNO
BR-100,0003947RPM,BARRERO RIGIDO UNIVERSAL DELANTERO CHICO BARR26/21,UNIDADES,0,9900,11000,15400,6600,ACCESORIOS,NINGUNO
BR-101,0005530RPM,BARRERO RIGIDO UNIVERSAL TRASERO BARR21/32,UNIDADES,-1,9900,11000,15400,6600,ACCESORIOS,NINGUNO
,0006630RPM,BATERIA SERMAT 12/90 A,UNIDADES,0,32488,"50818,31","71145,63",26200,ACCESORIOS,NINGUNO
BICHERO,0005088RPM,BICHEROS PARA RADIADORES PICKUP,UNIDADES,0,0,"997,91","1397,07","157,5",ACCESORIOS,NINGUNO
,7790463000107,BLEM MUEBLES AEROSOL LAVANDA,UNIDADES,0,"166,36","329,31","461,03","90,02",COSMETICA,NINGUNO
7423,0005170RPM,BLOCK DISTRIBUIDOR BLAULINE1X4G 4X8G,UNIDADES,2,"10737,25",12000,"16799,72",7405,AUDIO,NINGUNO
V535,0007386RPM,BLOCK DISTRIBUIDOR 1X0G 2X8G 1X4G,UNIDADES,0,13500,14500,"20300,13",8850,AUDIO,NINGUNO
V536,0007864RPM,BLOCK DISTRIBUIDOR 1X0G 3X4G,UNIDADES,4,15000,16500,23072,10300,AUDIO,NINGUNO
PB-1442,784644731710,BLOQUE DE DISTRIBUCION DE ENERGIA 0/1/4/8,UNIDADES,0,"4232,58",6580,9212,"2565,2",AUDIO,NINGUNO
TS1130425TLR,0006967RPM,BLUE MAGIC ACONDICIONADOR DE PLASTICOS EXTERIOR BRILLANTE TOXIC SHINE,UNIDADES,3,"19118,48",20500,28700,"13656,06",COSMETICA,NINGUNO
PE-033,0004715RPM,BOCHA CON GATILLO-AZUL,UNIDADES,1,14400,15000,21000,9000,ACCESORIOS,NINGUNO
PE-032,0000576RPM,BOCHA CON GATILLO-CROMADO,UNIDADES,3,14400,15000,21000,9000,ACCESORIOS,NINGUNO
PE-034,0004716RPM,BOCHA CON GATILLO-ROJO,UNIDADES,0,14400,15000,21000,9000,ACCESORIOS,NINGUNO
TR-001,0005036RPM,BOCHA DE REMOLQUE CROM. 1 7/8X3/4,UNIDADES,3,"18999,86",22000,"30746,77","13726,24",ACCESORIOS,NINGUNO
PPC2013,0007320RPM,BOCHA P/ PALANCA DE CAMBIO PEUGEOT,UNIDADES,0,"15880,04",17000,23800,"9341,2",ACCESORIOS,NINGUNO
01510 CROMO,0001058RPM,BOCHA P/PALANCA DE CAMBIO CROMO CON ACRILICO,UNIDADES,0,8712,9000,12600,5445,ACCESORIOS,NINGUNO
PE-069,0005353RPM,BOCHA P/PALANCA DE CAMBIO ALTA PULIDA S/MARCHAS TIPO ORIGINAL,UNIDADES,2,15972,17200,24080,10648,ACCESORIOS,NINGUNO
PPC2000,0007311RPM,BOCHA P/PALANCA DE CAMBIO BORA,UNIDADES,2,"17012,6",17900,25060,8954,ACCESORIOS,NINGUNO
PPC2006,0006962RPM,BOCHA P/PALANCA DE CAMBIO CLIO / KANGOO,UNIDADES,0,"13781,9","14600,01","20440,01",8107,ACCESORIOS,NINGUNO
PE-067A,0001999RPM,BOCHA P/PALANCA DE CAMBIO COMBINADA CROMADA CUERINA AZUL CON CU¥AS IAEL,UNIDADES,2,"14374,8",15500,"21699,99","9583,2",ACCESORIOS,NINGUNO
APPA0023BL,0007634RPM,BOCHA P/PALANCA DE CAMBIO DEPORTIVA UNIVERSAL TORNASOLADA,UNIDADES,0,"17496,84",18526,"25936,4","10292,26",ACCESORIOS,NINGUNO
PPC2012,0006947RPM,BOCHA P/PALANCA DE CAMBIO FIAT / PEUGEOT,UNIDADES,3,"15160,09","16100,01","22540,01","8917,7",ACCESORIOS,NINGUNO
PPC2009,0006946RPM,BOCHA P/PALANCA DE CAMBIO FORD 6TA,UNIDADES,1,"27666,65",29300,41020,"16274,5",ACCESORIOS,NINGUNO
PPC2008,0007539RPM,BOCHA P/PALANCA DE CAMBIO FORD FOCUS,UNIDADES,0,"27666,65",29301,"41021,4","16274,5",ACCESORIOS,NINGUNO
PPC2005,0006961RPM,BOCHA P/PALANCA DE CAMBIO METAL,UNIDADES,2,"11354,64",12100,16940,"6679,2",ACCESORIOS,NINGUNO
PE-057,0002751RPM,BOCHA P/PALANCA DE CAMBIO REDONDA COMBINADA CUERINA CROM ALUMINIO C/CU¥AS ADAPT GATILLO,UNIDADES,1,"14367,54",15500,"21699,99","9578,36",ACCESORIOS,NINGUNO
PE-056,0000372RPM,BOCHA P/PALANCA DE CAMBIO REDONDA.,UNIDADES,2,"14367,54",15500,"21699,99","9578,36",ACCESORIOS,NINGUNO
PE-017,0002749RPM,BOCHA P/PALANCA DE CAMBIO TIPO PERA ALTA ABS C/AZUL PARTE SUP,UNIDADES,1,11040,11500,16100,6900,ACCESORIOS,NINGUNO
PE-016,0002747RPM,BOCHA P/PALANCA DE CAMBIO TIPO PERA ALTA ABS C/NEGRO PARTE SUP,UNIDADES,2,11040,11500,16100,6900,ACCESORIOS,NINGUNO
PE-018,0002750RPM,BOCHA P/PALANCA DE CAMBIO TIPO PERA ALTA ABS C/ROJO PARTE SUP,UNIDADES,1,11040,11500,16100,6900,ACCESORIOS,NINGUNO
PE-027,0002743RPM,BOCHA P/PALANCA DE CAMBIO TIPO PERA FIBRA DE CARBONO CON.C/CROMADO EN LATERALES,UNIDADES,0,"10762,95",11500,"16100,01","7175,3",ACCESORIOS,NINGUNO
PE-072N,0005354RPM,BOCHA P/PALANCA DE CAMBIO UNIVERSAL PERA CUERINA NEGRA,UNIDADES,0,"11808,15",12500,17500,"7618,16",ACCESORIOS,NINGUNO
PPC2310,0007633RPM,BOCHA P/PALANCA DE CAMBIO VW GOL,UNIDADES,0,"6685,25",7100,9940,"3932,5",ACCESORIOS,NINGUNO
BS-018,0007823RPM,BOCINA CARACOL 12V,UNIDADES,"3,5","13636,7","15600,38","21840,15","9740,5",ACCESORIOS,NINGUNO
BS-015,0006360RPM,BOCINA GALLETA 2 TONOS 12V,UNIDADES,2,"13621,45","15500,24","21699,95","9729,61",ACCESORIOS,NINGUNO
GGA004,0003652RPM,BOCINA MUSICAL 6 CORNETAS VARIAS MELODIAS,UNIDADES,0,119000,130000,182000,70000,ELECTRICIDAD,NINGUNO
BS-004,0003381RPM,BOCINA MUSICAL MUGIDO DE VACA,UNIDADES,0,3500,3000,85400,1000,ACCESORIOS,NINGUNO
BS-003,0006812RPM,BOCINA MUSICAL RUTERA Y SORPAZZO 3 TONOS,UNIDADES,0,40293,43000,60200,26862,ACCESORIOS,NINGUNO
BS-014,0006922RPM,BOCINA RUTERA 2 TONOS CON COMPRESOR,UNIDADES,0,"24974,4","28095,99","39334,39",15609,ACCESORIOS,NINGUNO
,0004665RPM,BOCINA SET COMPL. AIR HORN SK300,UNIDADES,0,0,"25000,5",35000,15000,ACCESORIOS,NINGUNO
,0007659RPM,BOLSA PARA BASURA DE NEOPREN SUELTA,UNIDADES,0,4205,4000,5600,2900,ACCESORIOS,NINGUNO
VA-071,0005125RPM,BOLSA PARA RESIDUOS POR UNIDAD,UNIDADES,0,"199,65",200,"279,99","36,3",ACCESORIOS,NINGUNO
SG-025,0005127RPM,BOLSO ECONOMICO PARA KIT DE SEGURIDAD,UNIDADES,0,"1337,66",1500,2100,"891,77",ACCESORIOS,NINGUNO
BOLSOSEG,0007849RPM,"BOLSO KIT SEGURIDAD (BOLSO,JUEGO 2 BALIZAS, CHALECO, BOTIQUIN, MANTA, PAR GUANTES, MICROFIBRA, LINGA)",UNIDADES,3,"23638,56","25000,14","35000,21","15759,04",ACCESORIOS,NINGUNO
BTP-705P,0002485RPM,BORNE DE BATERIA AUDIOPIPE +,UNIDADES,0,1210,2002,"2802,8",605,AUDIO,NINGUNO
X700-N,784644726914,BORNE DE BATERIA MULT XXX NEGATIVO,UNIDADES,0,40000,45000,63000,30000,AUDIO,NINGUNO
X700-P,784644726907,BORNE DE BATERIA MULT XXX POSITIVO,UNIDADES,0,40000,45000,63000,30000,AUDIO,NINGUNO
PLDS1,0005490RPM,BORNE DE BATERIA PYLE NEGATIVO,UNIDADES,0,429,"853,78","1195,29",250,ACCESORIOS,NINGUNO
BOR3,0004490rpm,BORNERA CUADRADA PLASTICA CON TERMINALES,UNIDADES,0,"39,6","152,21","213,09","14,7",AUDIO,NINGUNO
715DP,0005014RPM,BORNES P/ BATERIA DIESEL POSITIVO,UNIDADES,0,945,"1400,03","1960,04",700,ACCESORIOS,NINGUNO
711N,0005013RPM,BORNES P/ BATERIA NAFTERO NEGATIVO,UNIDADES,0,945,"1400,03","1960,04",700,ACCESORIOS,NINGUNO
712P,0005012RPM,BORNES P/ BATERIA NAFTERO POSITIVO,UNIDADES,0,945,"1400,03","1960,04",700,ACCESORIOS,NINGUNO
SG-008,0000769RPM,BOTIQUIN AUXILIAR GRANDE,UNIDADES,2,"10595,97","11999,94","16953,55","7568,55",ACCESORIOS,NINGUNO
SG-007,0006487RPM,BOTIQUIN CHICO REGLAMENTARIO,UNIDADES,3,"7648,41",8800,"12237,46","5463,15",ACCESORIOS,NINGUNO
SG-999,0006194RPM,BOTIQUIN ECONOMICO,UNIDADES,1,"3252,48",3500,4900,"2032,8",ACCESORIOS,NINGUNO
EBO600R,0006954RPM,BOTON DE ARRANQUE DEPORTIVO ROJO,UNIDADES,0,16000,17000,"23800,35",10500,ELECTRICIDAD,NINGUNO
PBS-28B,0001124RPM,BOTON PULSADOR REDONDO METALICO,UNIDADES,4,6500,"7000,09","9799,91",3630,AUDIO,NINGUNO
PBS-20,0004316RPM,BOTON PULSADOR REDONDO ROJO,UNIDADES,3,4000,4000,5600,4000,ACCESORIOS,NINGUNO
1105-IA,0003528rpm,BROCHE CAPOT/BAUL METAL,UNIDADES,0,"59,4","190,27","266,38","9,83",ACCESORIOS,NINGUNO
,0003245RPM,BRUJILDA LYA,,0,0,"742,06","1038,88","136,5",COSMETICA,NINGUNO
TS2398756BG,0006763RPM,BUBBLE GUM TRIM TOXIC SHINE ACONDICIONADOR DE PLASTICOS INTERIORES 600 ML,UNIDADES,0,10500,11500,"16100,11","7756,1",COSMETICA,NINGUNO
4511 - BP6HS,0001976RPM,BUJIAS DE ENCENDIDO P/ CICLOMOTOR/CORTA R6/R12/F600,UNIDADES,0,0,"56,88","79,63","8,5",ACCESORIOS,NINGUNO
5216 - BKR5EKC,0001977RPM,BUJIAS DE ENCENDIDO P/ FIAT/2-ELECT,,0,20,28,28,20,,
7938 - BKR5E,0001978RPM,BUJIAS DE ENCENDIDO P/ MEGAN-UNO-MPI-PUNTO-PAL-FIRE,,0,10,14,14,10,,
3712 - BP5EFS,0001979RPM,BUJIAS DE ENCENDIDO P/ TRAF-R18-TAUNNUS-MAX-ECONO,,0,"8,5","11,9","11,9","8,5",,
4513,0004195rpm,BULBO DE STOP UNIVERSAL/128/DUNA/147,,0,1330,2100,2940,665,ELECTRICIDAD,NINGUNO
1106,0004585RPM,BULBO PUERTA O CAPOT REGULABLE TIPO L,UNIDADES,15,"3145,6","4000,02","5599,95",1966,ELECTRICIDAD,NINGUNO
1105,0007866RPM,BULBO PUERTA O CAPOT REGULABLE TIPO TORNILLO FINO,UNIDADES,7,2320,2900,4060,1450,ELECTRICIDAD,NINGUNO
1104,0007865RPM,BULBO PUERTA O CAPOT REGULABLE TIPO TORNILLO GRUESO,UNIDADES,8,"2508,8","3199,97","4479,93",1568,ELECTRICIDAD,NINGUNO
501,0000615RPM,BULBO PULSADOR PORTON CORREDIZO LATERAL,UNIDADES,10,6368,"8000,2","11200,12",3980,ELECTRICIDAD,NINGUNO
BUTACON,0000RPM461,BUTACON CABINA SIMPLE,UNIDADES,2,37500,43000,60200,25000,FUNDAS,NINGUNO
,0006328RPM,BUTACON CUERO AFB NEGRA / ROJO,UNIDADES,4,27225,29000,40600,18150,ACCESORIOS,NINGUNO
X-352-15,0006155RPM,CABLE M/MN SPEAKON 2 CONDUCTORES 4 METROS,UNIDADES,0,"1268,75","2439,39","3415,15",875,ELECTRICIDAD,NINGUNO
M-209,0007594RPM,CABLE RCA / 1PLUG 1.80 MTS,UNIDADES,0,"2873,75","3100,02","4339,97","1512,5",ACCESORIOS,NINGUNO
401,0005916RPM,CABLE 1 RCA A 1 MINI PLUG (SOLO VIDEO),UNIDADES,0,1500,1500,2100,1000,AUDIO,NINGUNO
ST-RPR4100,0006822RPM,CABLE 4 GAUGE STRONG / VOYZ ROJO O NEGRO (POR METRO),UNIDADES,30,8466,"9000,06","12600,01","3384,37",ELECTRICIDAD,NINGUNO
PC-8300,0007549RPM,CABLE 8 GAUGE POR METRO,UNIDADES,-11,3600,"4000,01","5600,01",1800,ELECTRICIDAD,NINGUNO
USB-AMAH-2.0,6952938317856,CABLE ALARGUE USB 2 MTS,UNIDADES,7,1221,2002,"2802,8",222,ACCESORIOS,NINGUNO
MC-14-12,0006150RPM,CABLE ARM 6.5 4METROS,UNIDADES,0,1025,1694,"2371,6",410,AUDIO,NINGUNO
MC-14-6,0006151RPM,CABLE ARM 6.5MN 2 METROS,UNIDADES,0,"699,99",1232,"1724,8","279,99",AUDIO,NINGUNO
CAB-CA045,0006792RPM,CABLE DE DATOS TIPO C 2.4 A 2M,UNIDADES,0,1100,"1848,01","2587,21",500,ACCESORIOS,NINGUNO
8071,8071,CABLE HDMI HDMI 3 MTS,UNIDADES,0,1540,2618,"3665,2",700,ACCESORIOS,NINGUNO
MC3/NEG,0005365RPM,CABLE MIC 7MM ST.ROLLO X 150M,UNIDADES,0,"64,36","190,27","266,38","32,5",AUDIO,NINGUNO
7384,0003499RPM,CABLE MINI PLUG A MINI PLUG DE 3.5 1.5 MTS KTA-099,UNIDADES,5,5000,6000,"8399,86",3295,AUDIO,NINGUNO
,0001439RPM,CABLE P/INSTALACION ELECT.1 X 1 .00MM 600M (ROJO/VERDE/BLANCO),,0,0,"30,46","42,64","1,05",ELECTRICIDAD,NINGUNO
IS-SP-10-500BR,0001438RPM,CABLE PARA PARLANTE 10 GAUGE NEGRO/ROJO 2 X 1.50 (POR METRO),UNIDADES,-2,7200,8000,11200,4000,AUDIO,NINGUNO
IS-SP-14-100BR,0006830RPM,CABLE PARA PARLANTE 14 GAUGE ROJO Y NEGRO 2 X 1 MM,UNIDADES,"-1,5",5000,6000,8400,2500,AUDIO,NINGUNO
IS-SP-14-100L,0006292RPM,CABLE PARA PARLANTE 14 GAUGE TRANSPARENTE 2 X 1 MM,METROS,0,5000,6000,8400,2500,ELECTRICIDAD,NINGUNO
HA-16-300FT,0006819RPM,CABLE PARA PARLANTE 16 GAUGE POR METRO,UNIDADES,-4,"1236,4",1500,2100,562,ELECTRICIDAD,NINGUNO
ST-228-BK,0007869RPM,CABLE PARA PARLANTE 18 GAUGE NEGRO,UNIDADES,100,1200,"1500,01","2099,99","248,05",ELECTRICIDAD,NINGUNO
ST-228-RD,0007868RPM,CABLE PARA PARLANTE 18 GAUGE ROJO,UNIDADES,165,800,1000,"700,01","149,92",ELECTRICIDAD,NINGUNO
ST-16AW-30OFT,0007867RPM,CABLE PARA PARLANTE 2X0.75MM POR METRO,UNIDADES,99,1300,"1499,98",2100,"416,65",ACCESORIOS,NINGUNO
CBL18300,CBL18300,CABLE PARA PARLANTE 2X50 MM ROJO Y NEGRO X METRO,UNIDADES,0,"901,99",1000,"1399,99",410,AUDIO,NINGUNO
EE-004,0007232RPM,CABLE PARA PUENTE 400 AMP 3 MTS,UNIDADES,0,18392,19600,27440,11495,ACCESORIOS,NINGUNO
EE-021,0005550RPM,CABLE PARA PUENTE 600 AMP P/DIESEL REFORZADO 5 METROS,UNIDADES,0,28072,30000,42000,17545,ACCESORIOS,NINGUNO
4945,0004945RPM,CABLE PARA PUENTE PARA BATERIA 1000AMP,UNIDADES,0,6534,10780,15092,2178,ACCESORIOS,NINGUNO
ABC-120,0007306RPM,CABLE PUENTE BATERIA 120 AMP,UNIDADES,1,"2453,84",4004,"5605,6","1326,4",ACCESORIOS,NINGUNO
PLRC18,68888712330,CABLE PYLE LINK 18FT5.4MT-,UNIDADES,0,198,"684,98","958,97","89,25",AUDIO,NINGUNO
AV146,0003793RPM,CABLE RCA - RCA 1.80 MTS ECONOMICO,UNIDADES,9,1500,1500,2100,1000,AUDIO,NINGUNO
RCA-VIDEO,0000220RPM,CABLE RCA 3 M (CON VIDEO),UNIDADES,0,600,980,1372,450,AUDIO,NINGUNO
KTA-019.5M,7257,CABLE RCA 5 METROS BLAULINE ( 9300 ),UNIDADES,4,12000,13000,"18199,94","7524,99",AUDIO,NINGUNO
C-023,784644727461,CABLE RCA EVUS 1 MTS (CORTO),UNIDADES,0,"5000,1",6000,8400,3000,AUDIO,NINGUNO
Y-113,0005488RPM,CABLE RCA INFINTY TECH 5.10 MTS,UNIDADES,0,10640,12200,17024,7600,AUDIO,NINGUNO
MK-019,0 8131,CABLE RCA MERCURY 1 METROS AZUL,UNIDADES,5,6000,7000,"9800,07",3426,AUDIO,NINGUNO
M100I,0000171RPM,CABLE RCA MONSTER 1 MTS LUJO,UNIDADES,0,7560,"8699,94",12096,5400,AUDIO,NINGUNO
ST-500RCA,0000167RPM,CABLE RCA STRONG 5 MTS,UNIDADES,38,8000,9000,"12600,17",5633,AUDIO,NINGUNO
ST-510RCA,0004509RPM,CABLE RCA STRONG 5.10 CM ROJO,UNIDADES,2,8500,"10099,76","14120,21","6039,44",AUDIO,NINGUNO
ST-502RCAR,0004080RPM,CABLE RCA STRONG C/REMOTO 5.10M,UNIDADES,21,9000,"9999,82","13999,74","6025,8",AUDIO,NINGUNO
ST-090RCA,0006386RPM,CABLE RCA STRONG DUAL 90 CM ROJO,UNIDADES,14,6500,7500,"10499,85",4500,AUDIO,NINGUNO
1591,0007317RPM,CABLE TIPO C REPLICA PREMIUM,UNIDADES,0,3000,3500,4900,1590,ACCESORIOS,NINGUNO
SXC-03681,0007316RPM,CABLE TIPO C REPLICA S10 PREMIUM 1M,UNIDADES,-1,1980,3542,"4958,8",900,ACCESORIOS,NINGUNO
CA-8051,0007318RPM,CABLE TIPO C SUONO CARGA Y DATOS,UNIDADES,0,528,924,"1293,6",240,ACCESORIOS,NINGUNO
DXCAB83TC,0007315RPM,CABLE USB TIPO C CARGA RAPIDA 4.2 1 METRO,UNIDADES,0,650,1078,"1509,2",245,ACCESORIOS,NINGUNO
DXCAB55TC,0007314RPM,CABLE USB TIPO C CARGA RAPIDA 4.2 2 METROS,UNIDADES,0,"866,25",1386,"1940,4",495,ACCESORIOS,NINGUNO
XC-S10,0005382RPM,CABLE USB TIPO V8 PARA CELULAR,UNIDADES,0,3750,"4000,01","5600,01",2500,ACCESORIOS,NINGUNO
DXCABLE25V8,0007106RPM,CABLE USB V8 CARGA RAPIDA 4.2A,UNIDADES,0,850,1386,"1940,4","223,85",ACCESORIOS,NINGUNO
HY-C40,0007107RPM,CABLE USB V8 MICRO USB,UNIDADES,-1,"743,61",1232,"1724,8",286,ACCESORIOS,NINGUNO
NM-C68,NM-C68,CABLE USB-MINI USB 1.8MTS P/ CEL,UNIDADES,9,1500,1500,2100,1000,ACCESORIOS,NINGUNO
CABLEADO-EX360,0005820RPM,CABLEADO PARA ALARMA PST EX360 (AUTO),UNIDADES,-2,0,0,0,0,ALARMA,NINGUNO
.,0002707RPM,CAJA 2 DRIVER 2 TWEETER,UNIDADES,-1,3450,5390,7546,3000,ACCESORIOS,NINGUNO
,0003649RPM,CAJA 4 DRIVER 2 TWEETER,UNIDADES,0,22096,35000,49000,13810,AUDIO,NINGUNO
,0003802rpm,CAJA A MEDIDA,,0,0,0,0,0,,
TS-WX130EA,0006891RPM,CAJA AMPLIFICADA PIONEER 20 CM X 28 CM X 7 CM 160W,UNIDADES,1,"516840,61",557000,779800,"397569,7",PARLANTES,NINGUNO
